name,size,mounting_type,sensing_distance,output_type,operation_mode,connection_method,material_housing,io_link_baud_rate,overall_length,thread_length,degree_of_protection
E2E-X2R5D1-N 5M,M12,Flush,2.5 mm,2-wire,NO,Cable,"Brass, nickel plated",,47 mm,32.9 mm,IP67/IP67G/IP69K
E2E-X2R5D1-R-N 2M,M12,Flush,2.5 mm,2-wire,NO,Cable,"Brass, nickel plated",,47 mm,32.9 mm,IP67/IP67G/IP69K
E2E-X2R5D1-R-N 5M,M12,Flush,2.5 mm,2-wire,NO,Cable,"Brass, nickel plated",,47 mm,32.9 mm,IP67/IP67G/IP69K
E2E-X2R5D1-T-N 2M,M12,Flush,2.5 mm,2-wire,NO,Cable,"Brass, nickel plated",,47 mm,32.9 mm,IP67/IP67G/IP69K
E2E-X2R5D1-T-N 5M,M12,Flush,2.5 mm,2-wire,NO,Cable,"Brass, nickel plated",,47 mm,32.9 mm,IP67/IP67G/IP69K
E2E-X2R5D1-TR-N 2M,M12,Flush,2.5 mm,2-wire,NO,Cable,"Brass, nickel plated",,47 mm,32.9 mm,IP67/IP67G/IP69K
E2E-X2R5D1-TR-N 5M,M12,Flush,2.5 mm,2-wire,NO,Cable,"Brass, nickel plated",,47 mm,32.9 mm,IP67/IP67G/IP69K
E2E-X2R5D2-M1TGJ 0.3M,M12,Flush,2.5 mm,2-wire,NC,M12 pigtail Smartclick connector,"Brass, nickel plated",,47 mm,32.9 mm,IP67/IP67G/IP69K
E2E-X2R5D2-M1TGJ-T 0.3M,M12,Flush,2.5 mm,2-wire,NC,M12 pigtail Smartclick connector,"Brass, nickel plated",,47 mm,32.9 mm,IP67/IP67G/IP69K
E2E-X2R5D2-N 2M,M12,Flush,2.5 mm,2-wire,NC,Cable,"Brass, nickel plated",,47 mm,32.9 mm,IP67/IP67G/IP69K
E2E-X2R5D2-N 5M,M12,Flush,2.5 mm,2-wire,NC,Cable,"Brass, nickel plated",,47 mm,32.9 mm,IP67/IP67G/IP69K
E2E-X2R5D2-R-N 2M,M12,Flush,2.5 mm,2-wire,NC,Cable,"Brass, nickel plated",,47 mm,32.9 mm,IP67/IP67G/IP69K
E2E-X2R5D2-R-N 5M,M12,Flush,2.5 mm,2-wire,NC,Cable,"Brass, nickel plated",,47 mm,32.9 mm,IP67/IP67G/IP69K
E2E-X2R5D2-T-N 2M,M12,Flush,2.5 mm,2-wire,NC,Cable,"Brass, nickel plated",,47 mm,32.9 mm,IP67/IP67G/IP69K
E2E-X2R5D2-T-N 5M,M12,Flush,2.5 mm,2-wire,NC,Cable,"Brass, nickel plated",,47 mm,32.9 mm,IP67/IP67G/IP69K
E2E-X2R5D2-TR-N 2M,M12,Flush,2.5 mm,2-wire,NC,Cable,"Brass, nickel plated",,47 mm,32.9 mm,IP67/IP67G/IP69K
E2E-X2R5D2-TR-N 5M,M12,Flush,2.5 mm,2-wire,NC,Cable,"Brass, nickel plated",,47 mm,32.9 mm,IP67/IP67G/IP69K
E2E-X30MB1TL18 2M,M18,Non-flush,30 mm,"IO-Link, PNP",NO,Cable,"Brass, nickel plated",COM3 (230.4 kbps),77.3 mm,47 mm,IP67/IP67G/IP69K
E2E-X30MB1TL18-M1,M18,Non-flush,30 mm,"IO-Link, PNP",NO,Connector M12,"Brass, nickel plated",COM3 (230.4 kbps),75 mm,47 mm,IP67/IP69K
E2E-X30MB1TL18-M1TJ 0.3M,M18,Non-flush,30 mm,"IO-Link, PNP",NO,M12 pigtail Smartclick connector,"Brass, nickel plated",COM3 (230.4 kbps),77.3 mm,47 mm,IP67/IP67G/IP69K
E2E-X30MB1TL18-R 2M,M18,Non-flush,30 mm,"IO-Link, PNP",NO,Cable,"Brass, nickel plated",COM3 (230.4 kbps),77.3 mm,47 mm,IP67/IP67G/IP69K
E2E-X30MB1TL30 2M,M30,Non-flush,30 mm,"IO-Link, PNP",NO,Cable,"Brass, nickel plated",COM3 (230.4 kbps),82.3 mm,50 mm,IP67/IP67G/IP69K
E2E-X30MB1TL30 5M,M30,Non-flush,30 mm,"IO-Link, PNP",NO,Cable,"Brass, nickel plated",COM3 (230.4 kbps),82.3 mm,50 mm,IP67/IP67G/IP69K
E2E-X30MB1TL30-M1,M30,Non-flush,30 mm,"IO-Link, PNP",NO,Connector M12,"Brass, nickel plated",COM3 (230.4 kbps),80 mm,50 mm,IP67/IP69K
E2E-X30MB1TL30-M1TJ 0.3M,M30,Non-flush,30 mm,"IO-Link, PNP",NO,M12 pigtail Smartclick connector,"Brass, nickel plated",COM3 (230.4 kbps),82.3 mm,50 mm,IP67/IP67G/IP69K
E2E-X30MB1TL30-R 2M,M30,Non-flush,30 mm,"IO-Link, PNP",NO,Cable,"Brass, nickel plated",COM3 (230.4 kbps),82.3 mm,50 mm,IP67/IP67G/IP69K
E2E-X30MB2L18 2M,M18,Non-flush,30 mm,PNP,NC,Cable,"Brass, nickel plated",Not Applicable,77.3 mm,47 mm,IP67/IP67G/IP69K
E2E-X30MB2L18-M1,M18,Non-flush,30 mm,PNP,NC,Connector M12,"Brass, nickel plated",Not Applicable,75 mm,47 mm,IP67/IP69K
E2E-X30MB2L30 2M,M30,Non-flush,30 mm,PNP,NC,Cable,"Brass, nickel plated",Not Applicable,82.3 mm,50 mm,IP67/IP67G/IP69K
E2E-X30MB2L30 5M,M30,Non-flush,30 mm,PNP,NC,Cable,"Brass, nickel plated",Not Applicable,82.3 mm,50 mm,IP67/IP67G/IP69K
E2E-X30MB2L30-M1,M30,Non-flush,30 mm,PNP,NC,Connector M12,"Brass, nickel plated",Not Applicable,80 mm,50 mm,IP67/IP69K
E2E-X30MB3DL30 2M,M30,Non-flush,30 mm,"IO-Link, PNP",NO + NC,Cable,"Brass, nickel plated",COM2 (38.4 kbps),82.3 mm,50 mm,IP67/IP67G/IP69K
E2E-X30MB3DL30-M1,M30,Non-flush,30 mm,"IO-Link, PNP",NO + NC,Connector M12,"Brass, nickel plated",COM2 (38.4 kbps),80 mm,50 mm,IP67/IP69K
E2E-X30MC1L18 2M,M18,Non-flush,30 mm,NPN,NO,Cable,"Brass, nickel plated",Not Applicable,77.3 mm,47 mm,IP67/IP67G/IP69K
E2E-X30MC1L18-M1,M18,Non-flush,30 mm,NPN,NO,Connector M12,"Brass, nickel plated",Not Applicable,75 mm,47 mm,IP67/IP69K
E2E-X30MC1L30 2M,M30,Non-flush,30 mm,NPN,NO,Cable,"Brass, nickel plated",Not Applicable,82.3 mm,50 mm,IP67/IP67G/IP69K
E2E-X30MC1L30 5M,M30,Non-flush,30 mm,NPN,NO,Cable,"Brass, nickel plated",Not Applicable,82.3 mm,50 mm,IP67/IP67G/IP69K
E2E-X30MC1L30-M1,M30,Non-flush,30 mm,NPN,NO,Connector M12,"Brass, nickel plated",Not Applicable,80 mm,50 mm,IP67/IP69K
E2E-X30MC2L18 2M,M18,Non-flush,30 mm,NPN,NC,Cable,"Brass, nickel plated",Not Applicable,77.3 mm,47 mm,IP67/IP67G/IP69K
E2E-X30MC2L18-M1,M18,Non-flush,30 mm,NPN,NC,Connector M12,"Brass, nickel plated",Not Applicable,75 mm,47 mm,IP67/IP69K
E2E-X30MC2L30 2M,M30,Non-flush,30 mm,NPN,NC,Cable,"Brass, nickel plated",Not Applicable,82.3 mm,50 mm,IP67/IP67G/IP69K
E2E-X30MC2L30 5M,M30,Non-flush,30 mm,NPN,NC,Cable,"Brass, nickel plated",Not Applicable,82.3 mm,50 mm,IP67/IP67G/IP69K
E2E-X30MC2L30-M1,M30,Non-flush,30 mm,NPN,NC,Connector M12,"Brass, nickel plated",Not Applicable,80 mm,50 mm,IP67/IP69K
E2E-X30MC3L30 2M,M30,Non-flush,30 mm,NPN,NO + NC,Cable,"Brass, nickel plated",Not Applicable,82.3 mm,50 mm,IP67/IP67G/IP69K
E2E-X30MC3L30-M1,M30,Non-flush,30 mm,NPN,NO + NC,Connector M12,"Brass, nickel plated",Not Applicable,80 mm,50 mm,IP67/IP69K
